Date,Firm,To Grade,From Grade,Action,stock_symbol
2013-01-16 08:33:09,Stifel,Buy,,main,AAPL
2013-01-16 19:09:20,BGC Financial,Hold,,main,AAPL
2013-01-17 08:29:47,JP Morgan,Overweight,,main,AAPL
2013-01-17 08:47:27,BMO Capital,Outperform,,main,AAPL
2013-01-22 07:22:39,UBS,Buy,,main,AAPL
2013-01-22 07:24:27,Scotiabank,Sector Outperform,,main,AAPL
2013-01-22 08:48:22,"Monness, Crespi, Hardt",Buy,,main,AAPL
2013-01-24 06:26:12,Jefferies,Hold,Buy,down,AAPL
2013-01-24 06:53:32,Oracle Investment Research,Strong Buy,,main,AAPL
2013-01-24 07:15:17,Credit Suisse,Outperform,,main,AAPL
2013-01-24 07:30:29,Deutsche Bank,Buy,,main,AAPL
2013-01-24 07:42:11,BMO Capital,Outperform,,main,AAPL
2013-01-24 07:52:28,Nomura,Neutral,,main,AAPL
2013-01-24 07:54:09,Topeka,Buy,,main,AAPL
2013-01-24 08:05:13,Stifel Nicolaus,Buy,,main,AAPL
2013-01-24 08:27:31,Scotiabank,Sector Perform,Outperform,down,AAPL
2013-01-24 08:50:30,RBC Capital,Outperform,,main,AAPL
2013-01-24 08:51:41,Barclays,Overweight,,main,AAPL
2013-01-24 08:52:42,Credit Agricole,Buy,,main,AAPL
2013-01-24 08:53:45,PiperJaffray,Overweight,,main,AAPL
2013-01-24 08:55:35,Canaccord Genuity,Buy,,main,AAPL
2013-01-24 08:56:35,Sterne Agee,Buy,,main,AAPL
2013-01-24 09:13:01,Janney Capital,Buy,,main,AAPL
2013-01-24 09:18:26,Goldman Sachs,Buy,,main,AAPL
2013-01-24 09:19:32,Societe Generale,Buy,,main,AAPL
2013-01-24 09:39:18,UBS,Buy,,main,AAPL
2013-01-24 10:47:47,BGC Financial,Hold,,main,AAPL
2013-01-24 15:08:56,Hilliard Lyons,Long-term Buy,Buy,down,AAPL
2013-01-24 15:17:07,FBN Securities,Outperform,,main,AAPL
2013-01-28 08:00:04,Baird,Market Perform,Outperform,down,AAPL
2013-02-25 07:49:03,Needham,Buy,,main,AAPL
2013-03-05 09:40:01,Cleveland Research,Neutral,Buy,down,AAPL
2013-03-06 07:33:06,Berenberg,Sell,Buy,down,AAPL
2013-03-06 07:49:02,Citigroup,Neutral,,main,AAPL
2013-03-11 07:33:31,Credit Agricole,Outperform,Buy,down,AAPL
2013-03-12 06:32:29,Jefferies,Hold,,main,AAPL
2013-03-14 07:53:43,BTIG Research,Buy,Neutral,up,AAPL
2013-03-15 07:38:31,Sterne Agee,Buy,,main,AAPL
2013-03-20 08:22:13,Canaccord Genuity,Buy,,main,AAPL
2013-03-26 08:14:26,Oppenheimer,Outperform,,main,AAPL
2013-04-02 06:09:51,Goldman Sachs,Buy,,main,AAPL
2013-04-04 06:55:28,Lazard,Buy,,init,AAPL
2013-04-12 09:11:52,RBC Capital,Outperform,,main,AAPL
2013-04-16 08:01:37,Stifel Nicolaus,Buy,,main,AAPL
2013-04-16 09:32:58,PiperJaffray,Overweight,,main,AAPL
2013-04-18 07:25:10,BMO Capital,Outperform,,main,AAPL
2013-04-18 08:13:47,Janney Capital,Buy,,main,AAPL
2013-04-19 08:09:53,Standpoint,Buy,,init,AAPL
2013-04-19 08:10:24,Barclays,Overweight,,main,AAPL
2013-04-22 08:03:52,Sterne Agee,Buy,,main,AAPL
2013-04-22 08:04:48,Avondale Partners,Market Outperform,Market Perform,up,AAPL
2013-04-22 08:16:01,BMO Capital,Outperform,,main,AAPL
2013-04-22 08:22:21,BGC Financial,Buy,Hold,up,AAPL
2013-04-22 08:51:09,Monness Crespi Hardt,Buy,,main,AAPL
2013-04-23 08:14:44,FBR Capital,Outperform,,main,AAPL
2013-04-24 06:43:34,BMO Capital,Market Perform,Outperform,down,AAPL
2013-04-24 07:14:59,Citigroup,Neutral,,main,AAPL
2013-04-24 07:20:38,FBN Securities,Outperform,,main,AAPL
2013-04-24 07:58:34,Credit Suisse,Outperform,,main,AAPL
2013-04-24 08:07:59,Nomura,Neutral,,main,AAPL
2013-04-24 09:00:49,Societe Generale,Buy,,main,AAPL
2013-04-24 10:05:00,Ameriprise Financial,Buy,,init,AAPL
2013-04-24 10:06:43,Hilliard Lyons,Buy,Long-Term Buy,up,AAPL
2013-04-25 11:48:41,Hamburger Sparkasse,Hold,Buy,down,AAPL
2013-04-25 13:29:26,ABG Sundal Collier,Hold,Sell,up,AAPL
2013-05-06 07:25:45,Barclays,Overweight,,main,AAPL
2013-05-15 17:22:39,Susquehanna,Neutral,,init,AAPL
2013-06-24 08:25:43,Jefferies,Hold,,main,AAPL
2013-06-24 08:39:43,BMO Capital,Market Perform,,main,AAPL
2013-07-01 07:38:01,Raymond James,Strong Buy,Outperform,up,AAPL
2013-07-22 09:36:21,BMO Capital,Market Perform,,main,AAPL
2013-07-24 07:19:29,Goldman Sachs,Buy,,main,AAPL
2013-07-24 07:21:57,Bank of America,Buy,,main,AAPL
2013-07-24 09:22:10,Stifel Nicolaus,Buy,,main,AAPL
2013-07-24 09:33:11,BMO Capital,Outperform,Market Perform,up,AAPL
2013-08-01 06:26:24,Jefferies,Hold,,main,AAPL
2013-08-02 13:18:48,Standpoint Research,Hold,Buy,down,AAPL
2013-08-12 08:38:24,Needham,Buy,,main,AAPL
2013-08-15 07:49:45,RBC Capital,Outperform,,main,AAPL
2013-08-21 07:10:40,UBS,Buy,,main,AAPL
2013-09-03 06:10:09,ABG Sundal Collier,Sell,Hold,down,AAPL
2013-09-04 06:50:31,Cantor Fitzgerald,Buy,,init,AAPL
2013-09-06 08:50:07,Evercore Partners,Overweight,,main,AAPL
2013-09-09 07:26:59,FBN Securities,Outperform,,main,AAPL
2013-09-11 06:21:48,Bank of America,Neutral,Buy,down,AAPL
2013-09-11 07:24:16,Nomura,Neutral,,main,AAPL
2013-09-11 07:40:30,UBS,Neutral,Buy,down,AAPL
2013-09-11 07:55:42,Canaccord Genuity,Buy,,main,AAPL
2013-09-11 07:56:40,PiperJaffray,Overweight,,main,AAPL
2013-09-11 07:57:25,Oppenheimer,Outperform,,main,AAPL
2013-09-11 08:51:50,Credit Suisse,Neutral,Outperform,down,AAPL
2013-09-13 06:38:24,Jefferies,Hold,,main,AAPL
2013-09-23 10:01:59,FBN Securities,Outperform,,main,AAPL
2013-09-23 11:26:38,Societe Generale,Hold,Buy,down,AAPL
2013-09-24 06:44:30,Barclays,Overweight,,main,AAPL
2013-09-24 07:47:20,Susquehanna,Positive,Neutral,up,AAPL
2013-09-27 09:01:05,Monness Crespi Hardt,Buy,,main,AAPL
2013-09-30 07:17:48,Global Equities Research,Overweight,,main,AAPL
2013-10-04 07:24:45,BMO Capital,Outperform,,main,AAPL
2013-10-07 06:21:59,Jefferies,Buy,Hold,up,AAPL
2013-10-14 09:09:17,Mizuho,Buy,,main,AAPL
2013-10-21 06:21:57,Societe Generale,Buy,Hold,up,AAPL
2013-10-23 07:47:12,Nomura,Neutral,,main,AAPL
2013-10-23 08:34:20,Wells Fargo,Outperform,,main,AAPL
2013-10-29 06:26:11,BMO Capital,Outperform,,main,AAPL
2013-10-29 06:28:59,Goldman Sachs,Buy,,main,AAPL
2013-10-29 06:29:58,Baird,Outperform,Neutral,up,AAPL
2013-10-29 06:57:25,Citigroup,Neutral,,main,AAPL
2013-10-29 08:09:08,Nomura,Neutral,,main,AAPL
2013-10-29 08:13:31,Monness Crespi Hardt,Buy,,main,AAPL
2013-10-29 08:15:37,Stifel Nicolaus,Buy,,main,AAPL
2013-10-29 08:55:21,Janney Capital,Buy,,main,AAPL
2013-10-29 09:01:31,Wells Fargo,Outperform,,main,AAPL
2013-10-29 09:03:13,Jefferies,Buy,,main,AAPL
2013-10-29 11:35:03,Deutsche Bank,Buy,,main,AAPL
2013-10-29 11:37:32,PiperJaffray,Overweight,,main,AAPL
2013-10-29 11:46:28,Canaccord Genuity,Buy,,main,AAPL
2013-11-14 08:20:08,Canaccord Genuity,Buy,,main,AAPL
2013-11-18 09:37:37,Susquehanna,Positive,,main,AAPL
2013-11-25 10:39:25,Wells Fargo,Outperform,,main,AAPL
2013-11-29 09:25:40,Cantor Fitzgerald,Buy,,main,AAPL
2013-12-02 09:33:59,UBS,Buy,Neutral,up,AAPL
2013-12-03 16:00:00,UBS,Buy,Neutral,up,AAPL
2013-12-06 08:33:09,Citigroup,Neutral,,main,AAPL
2013-12-10 16:00:00,Bank of America,Neutral,,main,AAPL
2013-12-12 16:00:00,Canaccord Genuity,Buy,,main,AAPL
2013-12-16 16:00:00,Morgan Stanley,Overweight,,main,AAPL
2013-12-19 08:32:40,Monness Crespi Hardt,Buy,,main,AAPL
2013-12-19 16:00:00,JP Morgan,Overweight,,main,AAPL
2013-12-23 16:00:00,FBN Securities,Outperform,,main,AAPL
2014-01-02 16:00:00,Wells Fargo,Market Perform,Outperform,down,AAPL
2014-01-06 06:22:30,Standpoint,Sell,Hold,down,AAPL
2014-01-13 08:40:12,Oracle Investment Research,Strong Buy,,main,AAPL
2014-01-21 16:00:00,Societe Generale,Hold,Buy,down,AAPL
2014-01-27 16:00:00,BGC Financial,Hold,Buy,down,AAPL
2014-01-28 07:55:03,Nomura,Neutral,,main,AAPL
2014-01-28 08:00:00,Barclays,Overweight,,main,AAPL
2014-01-28 16:00:00,Hilliard Lyons,Long-Term Buy,Buy,down,AAPL
2014-02-14 06:38:53,Bank of America,Neutral,,main,AAPL
2014-02-20 07:24:13,Barclays,Equal-weight,Overweight,down,AAPL
2014-03-03 07:56:38,Canaccord Genuity,Buy,,main,AAPL
2014-03-11 08:00:00,Pacific Crest,Outperform,Sector Perform,up,AAPL
2014-03-21 08:33:38,Macquarie,Outperform,,init,AAPL
2014-04-10 07:19:06,Deutsche Bank,Buy,,init,AAPL
2014-04-24 00:28:54,Barclays,Equal-Weight,,main,AAPL
2014-04-24 01:00:57,Canaccord Genuity,Buy,,main,AAPL
2014-04-24 01:00:59,Citigroup,Hold,,main,AAPL
2014-04-24 01:40:01,Credit Suisse,Neutral,,main,AAPL
2014-04-24 03:12:25,Pacific Crest,Outperform,,main,AAPL
2014-04-24 06:49:30,Bank of America,Neutral,,main,AAPL
2014-04-24 07:31:19,Nomura,Neutral,,main,AAPL
2014-04-24 08:00:00,CLSA,Buy,Outperform,up,AAPL
2014-05-06 08:04:37,RBC Capital,Outperform,,main,AAPL
2014-05-09 08:26:05,ISI Group,Buy,Strong Buy,down,AAPL
2014-05-28 07:48:25,Bernstein,Outperform,,main,AAPL
2014-05-28 07:49:33,Barclays,Equal-Weight,,main,AAPL
2014-05-29 06:33:11,Bank of America,Neutral,,main,AAPL
2014-05-29 21:54:11,Baird,Outperform,,main,AAPL
2014-05-29 22:50:32,UBS,Buy,,main,AAPL
2014-06-03 19:24:02,Canaccord Genuity,Buy,,main,AAPL
2014-06-03 19:24:03,Credit Suisse,Neutral,,main,AAPL
2014-06-09 19:59:16,Stifel Nicolaus,Buy,,main,AAPL
2014-06-10 20:27:36,Barclays,Equal-Weight,,main,AAPL
2014-06-10 20:27:39,Citigroup,Neutral,,main,AAPL
2014-06-11 07:21:11,Monness Crespi Hardt,Buy,,main,AAPL
2014-06-11 20:37:58,Deutsche Bank,Buy,,main,AAPL
2014-06-13 20:03:56,Raymond James,Outperform,,main,AAPL
2014-06-17 11:51:42,Societe Generale,Buy,Hold,up,AAPL
2014-06-25 19:19:31,Credit Suisse,Neutral,,main,AAPL
2014-07-02 07:07:53,Evercore Partners,Overweight,,main,AAPL
2014-07-11 19:36:09,Canaccord Genuity,Buy,,main,AAPL
2014-07-14 06:55:58,Barclays,Overweight,Equal-weight,up,AAPL
2014-07-14 07:14:56,Morgan Stanley,Overweight,,main,AAPL
2014-07-21 08:24:36,JMP Securities,Market Outperform,Market Perform,up,AAPL
2014-07-21 20:08:46,UBS,Buy,,main,AAPL
2014-07-23 22:19:42,Macquarie,Outperform,,main,AAPL
2014-07-23 22:19:44,Nomura,Neutral,,main,AAPL
2014-07-23 22:36:56,Raymond James,Outperform,,main,AAPL
2014-09-02 09:00:00,Nomura,Neutral,,main,AAPL
2014-09-10 05:47:10,Pacific Crest,Sector Perform,Outperform,down,AAPL
2014-09-10 05:59:13,Goldman Sachs,Buy,,main,AAPL
2014-09-10 08:00:00,Wells Fargo,Market Perform,,main,AAPL
2014-09-10 09:00:00,Barclays,Overweight,,main,AAPL
2014-09-30 06:00:21,Jefferies,Hold,,init,AAPL
2014-09-30 11:17:31,Evercore Partners,Overweight,,main,AAPL
2014-10-02 09:00:00,Citigroup,Buy,,main,AAPL
2014-10-03 08:00:00,Deutsche Bank,Hold,Buy,down,AAPL
2014-10-07 08:30:00,Susquehanna,Positive,,main,AAPL
2014-10-09 09:00:00,Oppenheimer,Outperform,Market Perform,up,AAPL
2014-10-14 16:00:00,Credit Suisse,Neutral,,main,AAPL
2014-10-21 08:30:00,Barclays,Overweight,,main,AAPL
2014-11-18 08:14:56,Oppenheimer,Outperform,,main,AAPL
2014-11-19 07:47:54,Jefferies,Hold,,main,AAPL
2014-11-20 16:54:45,Morgan Stanley,Overweight,,main,AAPL
2014-11-25 08:34:38,Stifel Nicolaus,Buy,,main,AAPL
2014-12-01 05:08:52,Barclays,Overweight,,main,AAPL
2014-12-02 05:21:52,Canaccord Genuity,Buy,,main,AAPL
2014-12-03 00:00:00,JMP Securities,Market Outperform,,main,AAPL
2014-12-08 09:00:00,Citigroup,Buy,,main,AAPL
2015-01-13 00:00:00,Credit Suisse,Outperform,Neutral,up,AAPL
2015-01-15 00:00:00,Mizuho,Neutral,Buy,down,AAPL
2015-01-16 04:56:01,Societe Generale,Buy,Buy,main,AAPL
2015-01-16 05:25:14,RBC Capital,Outperform,Outperform,main,AAPL
2015-01-28 04:52:21,RBC Capital,Outperform,Outperform,main,AAPL
2015-01-28 04:54:10,Cowen & Co.,Outperform,Outperform,main,AAPL
2015-01-28 04:54:56,Evercore ISI Group,Buy,Buy,main,AAPL
2015-01-28 04:55:46,Deutsche Bank,Hold,Hold,main,AAPL
2015-01-28 04:56:23,Jefferies,Hold,Hold,main,AAPL
2015-01-28 04:57:02,BMO Capital,Outperform,Outperform,main,AAPL
2015-01-28 09:00:00,JP Morgan,Overweight,,main,AAPL
2015-02-11 09:00:00,JP Morgan,Overweight,,main,AAPL
2015-02-20 04:44:43,Goldman Sachs,,,main,AAPL
2015-02-24 21:19:47,Stifel Nicolaus,Buy,,main,AAPL
2015-02-25 09:00:00,Stifel Nicolaus,Buy,,main,AAPL
2015-03-02 04:32:32,Morgan Stanley,Overweight,,main,AAPL
2015-03-03 05:29:29,Oppenheimer,Outperform,,main,AAPL
2015-03-09 07:14:51,Macquarie,Outperform,,main,AAPL
2015-03-10 04:48:05,Evercore ISI Group,Buy,,main,AAPL
2015-03-10 07:44:50,Monness Crespi Hardt,Buy,,main,AAPL
2015-03-10 09:00:00,Nomura,Neutral,,main,AAPL
2015-03-13 04:38:48,Berenberg,,,main,AAPL
2015-03-18 05:04:04,Jefferies,Hold,,main,AAPL
2015-03-23 05:32:37,Cowen & Co.,Outperform,,main,AAPL
2015-03-24 09:00:00,Cantor Fitzgerald,Buy,,main,AAPL
2015-03-26 04:51:33,Credit Suisse,Outperform,Outperform,main,AAPL
2015-03-31 09:00:00,RBC Capital,Outperform,,main,AAPL
2015-04-08 04:51:42,Societe Generale,Hold,Buy,down,AAPL
2015-04-10 06:09:07,Raymond James,Market Perform,Outperform,down,AAPL
2015-04-16 05:56:50,Maxim Group,Hold,,init,AAPL
2015-04-17 17:06:35,FBR Capital,Outperform,,init,AAPL
2015-04-27 05:18:51,Brean Capital,Buy,,init,AAPL
2015-04-27 05:19:47,Jefferies,Hold,,main,AAPL
2015-04-27 09:00:00,Jefferies,Hold,,main,AAPL
2015-04-28 09:00:00,Canaccord Genuity,Buy,,main,AAPL
2015-07-13 04:07:11,Societe Generale,Buy,Hold,up,AAPL
2015-07-22 06:25:34,Cowen & Co.,Market Perform,Outperform,down,AAPL
2015-07-30 18:09:33,Nomura,Buy,,init,AAPL
2015-08-05 06:22:49,Bank of America,Neutral,Buy,down,AAPL
2015-08-25 06:22:58,Wells Fargo,Outperform,Market Perform,up,AAPL
2015-09-09 09:16:46,Rosenblatt,Buy,,init,AAPL
2015-09-16 05:53:57,JMP Securities,Outperform,,main,AAPL
2015-09-21 06:07:17,Canaccord Genuity,Buy,,main,AAPL
2015-09-28 16:26:28,Sterne Agee CRT,Buy,,init,AAPL
2015-10-01 18:52:45,Drexel Hamilton,Buy,,init,AAPL
2015-10-11 16:54:21,Morgan Stanley,Overweight,,main,AAPL
2015-10-14 16:25:56,Barclays,Overweight,,init,AAPL
2015-10-23 07:30:25,Maxim Group,Buy,Neutral,up,AAPL
2015-10-28 04:19:00,Barclays,Overweight,,main,AAPL
2015-10-28 04:36:53,Morgan Stanley,Overweight,,main,AAPL
2015-10-28 05:42:59,Pacific Crest,Overweight,Sector Weight,up,AAPL
2015-10-28 07:58:05,Credit Suisse,Outperform,,main,AAPL
2015-11-18 06:39:39,Goldman Sachs,Buy,,main,AAPL
2015-12-11 07:19:24,BMO Capital,Outperform,,init,AAPL
2015-12-14 06:06:30,Barclays,Overweight,,main,AAPL
2015-12-22 10:28:54,Cowen & Co.,Market Perform,,main,AAPL
2016-01-07 12:25:19,RBC Capital,Outperform,,main,AAPL
2016-01-08 07:27:30,Pacific Crest,Overweight,,main,AAPL
2016-01-08 08:28:11,Canaccord Genuity,Buy,,main,AAPL
2016-01-11 06:10:00,Mizuho,Buy,Neutral,up,AAPL
2016-01-11 09:57:45,Oppenheimer,Outperform,,main,AAPL
2016-01-11 14:19:25,Deutsche Bank,Hold,,main,AAPL
2016-01-12 06:28:03,Bank of America,Buy,,up,AAPL
2016-01-27 05:31:59,Barclays,Overweight,,main,AAPL
2016-01-27 05:41:03,FBR Capital,Outperform,,main,AAPL
2016-01-27 06:23:33,PiperJaffray,Overweight,,main,AAPL
2016-02-12 08:14:25,FBR Capital,Outperform,,main,AAPL
2016-03-07 05:22:37,Pacific Crest,Overweight,,main,AAPL
2016-03-10 09:49:39,CLSA,Buy,,main,AAPL
2016-03-30 06:10:00,Cowen & Co.,Outperform,Market Perform,up,AAPL
2016-04-04 05:46:52,Brean Capital,Buy,,main,AAPL
2016-04-04 06:46:39,Credit Suisse,Outperform,,main,AAPL
2016-04-06 06:30:46,Needham,Strong Buy,,init,AAPL
2016-04-07 07:09:24,BTIG Research,Buy,,main,AAPL
2016-04-20 04:24:21,Barclays,Overweight,,main,AAPL
2016-04-26 23:03:24,BTIG Research,Buy,,main,AAPL
2016-04-26 23:15:30,PiperJaffray,Overweight,,main,AAPL
2016-04-27 05:56:26,Brean Capital,Buy,,main,AAPL
2016-04-27 06:14:02,Barclays,Overweight,,main,AAPL
2016-04-27 06:14:46,Citigroup,Buy,,main,AAPL
2016-04-27 07:16:24,Oppenheimer,Perform,Outperform,down,AAPL
2016-04-27 07:17:02,Macquarie,Buy,,main,AAPL
2016-04-27 07:17:22,Goldman Sachs,Buy,,main,AAPL
2016-04-27 07:29:54,Cowen & Co.,Outperform,,main,AAPL
2016-04-27 08:14:39,Maxim Group,Buy,,main,AAPL
2016-04-27 08:24:53,Baird,Outperform,,main,AAPL
2016-04-27 08:25:30,Pacific Crest,Overweight,,main,AAPL
2016-04-27 08:26:14,Morgan Stanley,Overweight,,main,AAPL
2016-04-27 09:02:45,CLSA,Buy,,main,AAPL
2016-04-27 10:11:40,FBN Securities,Outperform,,main,AAPL
2016-04-27 10:16:15,Nomura,Buy,,main,AAPL
2016-04-27 10:17:12,PiperJaffray,Overweight,,main,AAPL
2016-04-27 10:24:33,RBC Capital,Outperform,,main,AAPL
2016-05-11 06:50:28,UBS,Buy,,main,AAPL
2016-06-02 03:58:13,Goldman Sachs,Buy,,main,AAPL
2016-07-06 08:10:08,Longbow Research,Buy,,init,AAPL
2016-07-15 07:01:44,Barclays,Overweight,,main,AAPL
2016-07-26 06:04:59,UBS,Buy,,main,AAPL
2016-07-27 04:28:35,BTIG Research,Buy,,main,AAPL
2016-07-27 05:54:14,UBS,Buy,,main,AAPL
2016-07-27 05:55:00,Brean Capital,Buy,,main,AAPL
2016-07-27 06:25:53,Raymond James,Outperform,Market Perform,up,AAPL
2016-07-27 06:34:00,Credit Suisse,Outperform,,main,AAPL
2016-07-27 06:36:37,Morgan Stanley,Overweight,,main,AAPL
2016-07-27 07:48:56,RBC Capital,Outperform,,main,AAPL
2016-07-27 07:51:02,Drexel Hamilton,Buy,,main,AAPL
2016-07-27 08:02:35,BMO Capital,Outperform,,main,AAPL
2016-07-27 12:06:12,Citigroup,Buy,,main,AAPL
2016-07-27 14:01:49,JP Morgan,Overweight,,main,AAPL
2016-07-28 06:14:58,Hilliard Lyons,Buy,Long-Term Buy,up,AAPL
2016-08-02 06:36:59,Daiwa Capital,Outperform,Buy,down,AAPL
2016-08-11 12:29:48,RBC Capital,Outperform,,main,AAPL
2016-09-08 04:53:08,Wells Fargo,Market Perform,Outperform,down,AAPL
2016-09-08 06:15:16,Morgan Stanley,Overweight,,main,AAPL
2016-09-08 06:15:32,Citigroup,Buy,,main,AAPL
2016-09-08 06:15:49,UBS,Buy,,main,AAPL
2016-09-08 06:16:25,Goldman Sachs,Buy,,main,AAPL
2016-09-08 06:18:26,Drexel Hamilton,Buy,,main,AAPL
2016-09-08 07:38:07,Bernstein,Outperform,,main,AAPL
2016-09-08 07:38:21,Oppenheimer,Perform,,main,AAPL
2016-09-08 07:38:30,Nomura,Buy,,main,AAPL
2016-09-08 07:41:31,JP Morgan,Overweight,,main,AAPL
2016-09-08 07:41:58,Stifel Nicolaus,Buy,,main,AAPL
2016-09-08 08:38:40,Deutsche Bank,Hold,,main,AAPL
2016-09-08 09:09:53,William Blair,Outperform,,main,AAPL
2016-09-08 09:12:03,Pacific Crest,Outperform,,main,AAPL
2016-09-08 09:13:03,Macquarie,Outperform,,main,AAPL
2016-09-13 08:11:02,Goldman Sachs,Buy,,main,AAPL
2016-09-14 08:11:45,Morgan Stanley,Outperform,,main,AAPL
2016-09-15 08:08:11,BTIG Research,Buy,,main,AAPL
2016-09-15 08:10:08,Credit Suisse,Outperform,,main,AAPL
2016-09-16 07:12:49,CLSA,Buy,,main,AAPL
2016-09-22 06:22:56,Nomura,Buy,,main,AAPL
2016-09-22 06:55:24,RBC Capital,Outperform,,main,AAPL
2016-09-29 04:17:49,Barclays,Overweight,,main,AAPL
2016-09-30 06:13:43,Citigroup,Buy,,main,AAPL
2016-10-12 09:24:38,Goldman Sachs,Buy,,main,AAPL
2016-10-12 09:35:28,UBS,Buy,,main,AAPL
2016-10-14 02:43:24,Credit Suisse,Outperform,,main,AAPL
2016-10-26 09:20:46,Brean Capital,Buy,,main,AAPL
2016-10-26 09:20:49,Stifel Nicolaus,Hold,Buy,down,AAPL
2016-10-26 09:49:46,Barclays,Overweight,,main,AAPL
2016-10-26 09:50:04,Citigroup,Buy,,main,AAPL
2016-10-26 09:50:45,Morgan Stanley,Overweight,,main,AAPL
2016-10-26 09:50:52,Drexel Hamilton,Buy,,main,AAPL
2016-10-26 10:01:43,Macquarie,Outperform,,main,AAPL
2016-10-26 10:02:28,PiperJaffray,Overweight,,main,AAPL
2016-10-26 10:10:55,Credit Suisse,Outperform,,main,AAPL
2016-10-26 10:21:34,Goldman Sachs,Buy,,main,AAPL
2017-01-04 14:28:46,Guggenheim,Buy,,init,AAPL
2017-01-19 14:05:29,OTR Global,Negative,,down,AAPL
2017-01-24 10:58:22,Barclays,Equal-Weight,Overweight,down,AAPL
2017-03-01 13:51:06,BTIG Research,Buy,Buy,main,AAPL
2017-03-06 13:26:00,Citigroup,Buy,,main,AAPL
2017-03-21 13:09:47,Bernstein,Outperform,Outperform,main,AAPL
2017-03-24 17:05:31,Needham,Buy,Strong Buy,down,AAPL
2017-03-24 17:07:02,Nomura,Buy,,main,AAPL
2017-04-04 14:25:09,Pacific Crest,Overweight,,main,AAPL
2017-04-18 11:25:49,Credit Suisse,Outperform,Outperform,main,AAPL
2017-04-19 21:13:21,Morgan Stanley,Overweight,Overweight,main,AAPL
2017-06-05 10:47:22,Pacific Crest,Sector Weight,Overweight,down,AAPL
2017-06-12 11:58:14,Mizuho,Neutral,Buy,down,AAPL
2017-07-17 16:50:50,Morgan Stanley,Overweight,,main,AAPL
2017-07-24 21:30:42,Loop Capital,Buy,,init,AAPL
2017-08-02 14:44:42,UBS,Buy,,main,AAPL
2017-08-02 16:33:09,BMO Capital,Outperform,,main,AAPL
2017-08-02 17:23:50,Deutsche Bank,Hold,,main,AAPL
2017-08-02 19:29:27,Barclays,Equal-Weight,,main,AAPL
2017-08-03 16:56:08,Nomura,Buy,,main,AAPL
2017-09-06 15:28:27,Nomura,Buy,,main,AAPL
2017-09-19 12:36:45,Morgan Stanley,Overweight,,main,AAPL
2017-09-22 17:48:59,PiperJaffray,Overweight,Overweight,main,AAPL
2017-10-13 16:54:31,Barclays,Equal-Weight,,main,AAPL
2017-10-16 14:15:46,KeyBanc,Overweight,Sector Weight,up,AAPL
2017-10-25 16:14:16,HSBC,Buy,,init,AAPL
2017-11-03 12:53:10,Rosenblatt,Buy,Neutral,up,AAPL
2017-11-03 15:59:55,Baird,Outperform,,main,AAPL
2017-11-03 16:12:44,Loop Capital,Buy,,main,AAPL
2017-11-03 17:09:28,Canaccord Genuity,Buy,,main,AAPL
2017-11-03 17:45:16,Morgan Stanley,Overweight,,main,AAPL
2017-11-03 18:08:14,BMO Capital,Outperform,,main,AAPL
2017-11-03 18:25:13,UBS,Buy,,main,AAPL
2017-11-03 18:30:25,Citigroup,Buy,,main,AAPL
2017-11-03 19:04:50,Bernstein,Outperform,,main,AAPL
2017-11-06 12:40:33,Argus,Buy,,main,AAPL
2017-12-19 11:32:13,Instinet,Neutral,Buy,down,AAPL
2018-01-17 11:15:43,Longbow Research,Neutral,Buy,down,AAPL
2018-01-22 13:17:07,Atlantic Equities,Neutral,Overweight,down,AAPL
2018-01-23 11:35:42,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-01-25 14:22:14,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-01-31 11:55:18,BMO Capital,Market Perform,Outperform,down,AAPL
2018-01-31 13:33:32,Loop Capital,Buy,Buy,main,AAPL
2018-02-02 11:17:06,KeyBanc,Sector Weight,Overweight,down,AAPL
2018-02-02 12:37:56,Bernstein,Market Perform,Outperform,down,AAPL
2018-02-02 14:13:33,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-02-02 14:45:02,BMO Capital,Market Perform,Market Perform,main,AAPL
2018-02-02 15:10:39,Barclays,Equal-Weight,Equal-Weight,main,AAPL
2018-02-02 16:02:43,Maxim Group,Buy,Buy,main,AAPL
2018-02-05 18:07:18,Hilliard Lyons,Buy,Long-Term Buy,up,AAPL
2018-02-07 13:50:18,Goldman Sachs,Neutral,,init,AAPL
2018-03-16 16:45:00,Barclays,Equal-Weight,Equal-Weight,main,AAPL
2018-04-11 13:10:39,Monness Crespi Hardt,Buy,,init,AAPL
2018-04-20 11:54:30,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-04-30 11:39:34,Barclays,Equal-Weight,Equal-Weight,main,AAPL
2018-04-30 20:52:17,DA Davidson,Buy,,init,AAPL
2018-05-02 12:22:15,Barclays,Equal-Weight,Equal-Weight,main,AAPL
2018-05-02 13:32:40,Canaccord Genuity,Buy,Buy,main,AAPL
2018-05-02 13:35:38,BMO Capital,Market Perform,Market Perform,main,AAPL
2018-05-24 12:44:38,Morgan Stanley,Overweight,Overweight,main,AAPL
2018-05-30 12:24:48,Maxim Group,Hold,Buy,down,AAPL
2018-06-08 12:34:00,Argus,Buy,Buy,main,AAPL
